experiment	factor	condition	ipReads
2	H3K27me3	Healthy	hg19/counts/BI.Brain_Substantia_Nigra.H3K27me3.112.hg19.cnt.gz
2	H3K27me3	Healthy	hg19/counts/BI.Brain_Substantia_Nigra.H3K27me3.149.hg19.cnt.gz
2	H3K36me3	Healthy	hg19/counts/BI.Brain_Substantia_Nigra.H3K36me3.112.hg19.cnt.gz
2	H3K36me3	Healthy	hg19/counts/BI.Brain_Substantia_Nigra.H3K36me3.149.hg19.cnt.gz
2	H3K4me1	Healthy	hg19/counts/BI.Brain_Substantia_Nigra.H3K4me1.112.hg19.cnt.gz
2	H3K4me1	Healthy	hg19/counts/BI.Brain_Substantia_Nigra.H3K4me1.149.hg19.cnt.gz
2	H3K4me3	Healthy	hg19/counts/BI.Brain_Substantia_Nigra.H3K4me3.112.hg19.cnt.gz
2	H3K4me3	Healthy	hg19/counts/BI.Brain_Substantia_Nigra.H3K4me3.149.hg19.cnt.gz
2	H3K9me3	Healthy	hg19/counts/BI.Brain_Substantia_Nigra.H3K9me3.112.hg19.cnt.gz
2	H3K9me3	Healthy	hg19/counts/BI.Brain_Substantia_Nigra.H3K9me3.149.hg19.cnt.gz
2	H3K4me1	Glioma	hg19/counts/A33073.H3K4me1.merge_bwa.hg19a.A33073_2_lanes_dupsFlagged.q5.F1028.PET.ucsc.cnt.gz
2	H3K4me1	Glioma	hg19/counts/A37106.CEMT_47.C62D9ANXX_5_ATAATT.q5.F1028.PET.wig.cnt.gz
2	H3K4me3	Glioma	hg19/counts/A37107.CEMT_47.C62D9ANXX_4_CACCGG.q5.F1028.PET.wig.cnt.gz
2	H3K4me3	Glioma	hg19/counts/A33074.H3K4me3.merge_bwa.hg19a.A33074_2_lanes_dupsFlagged.q5.F1028.PET.ucsc.cnt.gz
2	H3K9me3	Glioma	hg19/counts/A33075.H3K9me3.IX2651.140815.75nt.hg19a.bwa-0.5.7.C3TC1ACXX_1_AACCCC.q5.F1028.PET.ucsc.cnt.gz
2	H3K27ac	Glioma	hg19/counts/A33078.H3K27ac.merge_bwa.hg19a.A33078_2_lanes_dupsFlagged.q5.F1028.PET.ucsc.cnt.gz
2	H3K27ac	Glioma	hg19/counts/A72067.CEMT_81.H3K27ac.hg19a.IX5321.CB4EDANXX_3_ATCTAT.q5.F1028.PET.wig.cnt.gz
2	H3K27me3	Glioma	hg19/counts/A71320.CEMT_76.H3K27me3.hg19a.IX5273.CB4DUANXX_6_ATACGG.q5.F1028.PET.wig.cnt.gz
2	H3K4me1	Glioma	hg19/counts/A33467.H3K4me1.merge_bwa.hg19a.A33467_2_lanes_dupsFlagged.q5.F1028.PET.ucsc.cnt.gz
2	H3K4me3	Glioma	hg19/counts/A72063.CEMT_81.H3K4me3.hg19a.IX5321.CB4EDANXX_3_AGGCCG.q5.F1028.PET.wig.cnt.gz
2	H3K36me3	Glioma	hg19/counts/A70983.CEMT_74.H3K36me3.hg19a.IX5271.CB4DUANXX_4_AAACAT.q5.F1028.PET.wig.cnt.gz
2	H3K27me3	Glioma	hg19/counts/A70982.CEMT_74.H3K27me3.hg19a.IX5270.CB4DUANXX_3_CTTGTA.q5.F1028.PET.wig.cnt.gz
2	H3K9me3	Glioma	hg19/counts/A70981.CEMT_74.H3K9me3.hg19a.IX5270.CB4DUANXX_3_GGCTAC.q5.F1028.PET.wig.cnt.gz
2	H3K4me3	Glioma	hg19/counts/A70980.CEMT_74.H3K4me3.hg19a.IX5269.CB4DUANXX_2_TAGCTT.q5.F1028.PET.wig.cnt.gz
2	H3K9me3	Glioma	hg19/counts/A33469.H3K9me3.IX2651.140815.75nt.hg19a.bwa-0.5.7.C3TC1ACXX_1_TAATCG.q5.F1028.PET.ucsc.cnt.gz
2	H3K4me3	Glioma	hg19/counts/A33468.H3K4me3.merge_bwa.hg19a.A33468_2_lanes_dupsFlagged.q5.F1028.PET.ucsc.cnt.gz
2	H3K27ac	Glioma	hg19/counts/A70984.CEMT_74.H3K27ac.hg19a.IX5269.CB4DUANXX_2_AAAGCA.q5.F1028.PET.wig.cnt.gz
2	H3K36me3	Glioma	hg19/counts/A70976.CEMT_73.H3K36me3.hg19a.A70976_2_lanes_dupsFlagged.q5.F1028.PET.wig.cnt.gz
2	H3K27ac	Glioma	hg19/counts/A72053.CEMT_79.H3K27ac.hg19a.IX5321.CB4EDANXX_3_AAAGCA.q5.F1028.PET.wig.cnt.gz
2	H3K36me3	Glioma	hg19/counts/A72052.CEMT_79.H3K36me3.hg19a.IX5324.CB4EDANXX_6_AAACAT.q5.F1028.PET.wig.cnt.gz
2	H3K27me3	Glioma	hg19/counts/A72051.CEMT_79.H3K27me3.hg19a.IX5324.CB4EDANXX_6_CTTGTA.q5.F1028.PET.wig.cnt.gz
2	H3K9me3	Glioma	hg19/counts/A72050.CEMT_79.H3K9me3.hg19a.IX5324.CB4EDANXX_6_GGCTAC.q5.F1028.PET.wig.cnt.gz
2	H3K27ac	Glioma	hg19/counts/A70977.CEMT_73.H3K27ac.hg19a.IX5269.CB4DUANXX_2_GCCAAT.q5.F1028.PET.wig.cnt.gz
2	H3K4me1	Glioma	hg19/counts/A72062.CEMT_81.H3K4me1.hg19a.IX5325.CB4EDANXX_7_AGCGCT.q5.F1028.PET.wig.cnt.gz
2	H3K27me3	Glioma	hg19/counts/A37109.CEMT_47.C62D9ANXX_7_CTCAGA.q5.F1028.PET.wig.cnt.gz
2	H3K9me3	Glioma	hg19/counts/A72064.CEMT_81.H3K9me3.hg19a.IX5325.CB4EDANXX_7_ATAATT.q5.F1028.PET.wig.cnt.gz
2	H3K36me3	Glioma	hg19/counts/A71321.CEMT_76.H3K36me3.hg19a.IX5273.CB4DUANXX_6_ATCCTA.q5.F1028.PET.wig.cnt.gz
2	H3K4me3	Glioma	hg19/counts/A71311.CEMT_75.H3K4me3.hg19a.A71311_2_lanes_dupsFlagged.q5.F1028.PET.wig.cnt.gz
2	H3K4me1	Glioma	hg19/counts/A71310.CEMT_75.H3K4me1.hg19a.IX5271.CB4DUANXX_4_ACCCAG.q5.F1028.PET.wig.cnt.gz
2	H3K27me3	Glioma	hg19/counts/A71313.CEMT_75.H3K27me3.hg19a.IX5272.CB4DUANXX_5_ACTCTC.q5.F1028.PET.wig.cnt.gz
2	H3K9me3	Glioma	hg19/counts/A71312.CEMT_75.H3K9me3.hg19a.A71312_2_lanes_dupsFlagged.q5.F1028.PET.wig.cnt.gz
2	H3K27ac	Glioma	hg19/counts/A71315.CEMT_75.H3K27ac.hg19a.IX5269.CB4DUANXX_2_AGAAGA.q5.F1028.PET.wig.cnt.gz
2	H3K36me3	Glioma	hg19/counts/A71314.CEMT_75.H3K36me3.hg19a.IX5272.CB4DUANXX_5_ACTGAT.q5.F1028.PET.wig.cnt.gz
2	H3K4me1	Glioma	hg19/counts/A71317.CEMT_76.H3K4me1.hg19a.IX5272.CB4DUANXX_5_AGCGCT.q5.F1028.PET.wig.cnt.gz
2	H3K9me3	Glioma	hg19/counts/A71319.CEMT_76.H3K9me3.hg19a.IX5273.CB4DUANXX_6_ATAATT.q5.F1028.PET.wig.cnt.gz
2	H3K4me3	Glioma	hg19/counts/A71318.CEMT_76.H3K4me3.hg19a.A71318_2_lanes_dupsFlagged.q5.F1028.PET.wig.cnt.gz
2	H3K9me3	Glioma	hg19/counts/A37108.CEMT_47.C62D9ANXX_6_CCCATG.q5.F1028.PET.wig.cnt.gz
2	H3K4me3	Glioma	hg19/counts/A70973.CEMT_73.H3K4me3.hg19a.A70973_2_lanes_dupsFlagged.q5.F1028.PET.wig.cnt.gz
2	H3K36me3	Glioma	hg19/counts/A37111.CEMT_47.C62D9ANXX_4_TATAAT.q5.F1028.PET.wig.cnt.gz
2	H3K27ac	Glioma	hg19/counts/A37110.CEMT_47.C62EAANXX_6_GCACTT.q5.F1028.PET.wig.cnt.gz
2	H3K36me3	Glioma	hg19/counts/A72066.CEMT_81.H3K36me3.hg19a.IX5325.CB4EDANXX_7_ATCCTA.q5.F1028.PET.wig.cnt.gz
2	H3K27me3	Glioma	hg19/counts/A33076.H3K27me3.IX2650.140810.75nt.hg19a.bwa-0.5.7.C3THCACXX_4_ACCCAG.q5.F1028.PET.ucsc.cnt.gz
2	H3K4me1	Glioma	hg19/counts/A70979.CEMT_74.H3K4me1.hg19a.IX5270.CB4DUANXX_3_GATCAG.q5.F1028.PET.wig.cnt.gz
2	H3K27me3	Glioma	hg19/counts/A72065.CEMT_81.H3K27me3.hg19a.IX5325.CB4EDANXX_7_ATACGG.q5.F1028.PET.wig.cnt.gz
2	H3K27ac	Glioma	hg19/counts/A33486.H3K27ac.merge_bwa.hg19a.A33486_2_lanes_dupsFlagged.q5.F1028.PET.ucsc.cnt.gz
2	H3K9me3	Glioma	hg19/counts/A33476.H3K9me3.IX2651.140815.75nt.hg19a.bwa-0.5.7.C3TC1ACXX_1_AGGCCG.q5.F1028.PET.ucsc.cnt.gz
2	H3K27me3	Glioma	hg19/counts/A33477.H3K27me3.IX2650.140810.75nt.hg19a.bwa-0.5.7.C3THCACXX_4_CAACTA.q5.F1028.PET.ucsc.cnt.gz
2	H3K4me1	Glioma	hg19/counts/A33474.H3K4me1.merge_bwa.hg19a.A33474_2_lanes_dupsFlagged.q5.F1028.PET.ucsc.cnt.gz
2	H3K4me3	Glioma	hg19/counts/A33475.H3K4me3.merge_bwa.hg19a.A33475_2_lanes_dupsFlagged.q5.F1028.PET.ucsc.cnt.gz
2	H3K27ac	Glioma	hg19/counts/A33472.H3K27ac.merge_bwa.hg19a.A33472_2_lanes_dupsFlagged.q5.F1028.PET.ucsc.cnt.gz
2	H3K27me3	Glioma	hg19/counts/A33470.H3K27me3.IX2650.140810.75nt.hg19a.bwa-0.5.7.C3THCACXX_4_TGAATG.q5.F1028.PET.ucsc.cnt.gz
2	H3K36me3	Glioma	hg19/counts/A33471.H3K36me3.IX2652.140816.75nt.hg19a.bwa-0.5.7.C3TC1ACXX_2_AGTTCC.q5.F1028.PET.ucsc.cnt.gz
2	H3K4me1	Glioma	hg19/counts/A33481.H3K4me1.merge_bwa.hg19a.A33481_2_lanes_dupsFlagged.q5.F1028.PET.ucsc.cnt.gz
2	H3K36me3	Glioma	hg19/counts/A33478.H3K36me3.IX2652.140816.75nt.hg19a.bwa-0.5.7.C3TC1ACXX_2_CCACGC.q5.F1028.PET.ucsc.cnt.gz
2	H3K27ac	Glioma	hg19/counts/A33479.H3K27ac.merge_bwa.hg19a.A33479_2_lanes_dupsFlagged.q5.F1028.PET.ucsc.cnt.gz
2	H3K36me3	Glioma	hg19/counts/A33485.H3K36me3.IX2652.140816.75nt.hg19a.bwa-0.5.7.C3TC1ACXX_2_GGCTAC.q5.F1028.PET.ucsc.cnt.gz
2	H3K36me3	Glioma	hg19/counts/A33077.H3K36me3.IX2652.140816.75nt.hg19a.bwa-0.5.7.C3TC1ACXX_2_AGCGCT.q5.F1028.PET.ucsc.cnt.gz
2	H3K4me3	Glioma	hg19/counts/A33482.H3K4me3.merge_bwa.hg19a.A33482_2_lanes_dupsFlagged.q5.F1028.PET.ucsc.cnt.gz
2	H3K9me3	Glioma	hg19/counts/A72043.CEMT_78.H3K9me3.hg19a.IX5322.CB4EDANXX_4_TTAGGC.q5.F1028.PET.wig.cnt.gz
2	H3K4me1	Glioma	hg19/counts/A72048.CEMT_79.H3K4me1.hg19a.IX5323.CB4EDANXX_5_GATCAG.q5.F1028.PET.wig.cnt.gz
2	H3K4me3	Glioma	hg19/counts/A72049.CEMT_79.H3K4me3.hg19a.IX5321.CB4EDANXX_3_TAGCTT.q5.F1028.PET.wig.cnt.gz
2	H3K9me3	Glioma	hg19/counts/A70974.CEMT_73.H3K9me3.hg19a.IX5268.CB4DUANXX_1_TTAGGC.q5.F1028.PET.wig.cnt.gz
2	H3K27me3	Glioma	hg19/counts/A70975.CEMT_73.H3K27me3.hg19a.IX5268.CB4DUANXX_1_TGACCA.q5.F1028.PET.wig.cnt.gz
2	H3K4me1	Glioma	hg19/counts/A70972.CEMT_73.H3K4me1.hg19a.IX5268.CB4DUANXX_1_ATCACG.q5.F1028.PET.wig.cnt.gz
2	H3K27ac	Glioma	hg19/counts/A71322.CEMT_76.H3K27ac.hg19a.IX5269.CB4DUANXX_2_ATCTAT.q5.F1028.PET.wig.cnt.gz
2	H3K9me3	Glioma	hg19/counts/A33483.H3K9me3.IX2651.140815.75nt.hg19a.bwa-0.5.7.C3TC1ACXX_1_ATGTCA.q5.F1028.PET.ucsc.cnt.gz
2	H3K4me1	Glioma	hg19/counts/A72041.CEMT_78.H3K4me1.hg19a.IX5322.CB4EDANXX_4_ATCACG.q5.F1028.PET.wig.cnt.gz
2	H3K4me3	Glioma	hg19/counts/A72042.CEMT_78.H3K4me3.hg19a.IX5321.CB4EDANXX_3_CGATGT.q5.F1028.PET.wig.cnt.gz
2	H3K27me3	Glioma	hg19/counts/A72044.CEMT_78.H3K27me3.hg19a.IX5323.CB4EDANXX_5_TGACCA.q5.F1028.PET.wig.cnt.gz
2	H3K36me3	Glioma	hg19/counts/A72045.CEMT_78.H3K36me3.hg19a.IX5323.CB4EDANXX_5_ACAGTG.q5.F1028.PET.wig.cnt.gz
2	H3K27ac	Glioma	hg19/counts/A72046.CEMT_78.H3K27ac.hg19a.IX5321.CB4EDANXX_3_GCCAAT.q5.F1028.PET.wig.cnt.gz
2	H3K27me3	Glioma	hg19/counts/A33484.H3K27me3.IX2650.140810.75nt.hg19a.bwa-0.5.7.C3THCACXX_4_TTAGGC.q5.F1028.PET.ucsc.cnt.gz
3	H3K27ac	Healthy	hg38/counts/A47310.CEMT_33.H3K27ac.hg38.bwa-sb.IX3392.C62D9ANXX_4_CGATGT.q5.F3332.PET.wig.cnt.gz
3	H3K27ac	Healthy	hg38/counts/A47317.CEMT_34.H3K27ac.hg38.bwa-sb.IX3392.C62D9ANXX_4_CTATAC.q5.F3332.PET.wig.cnt.gz
3	H3K27ac	Healthy	hg38/counts/A50439.CEMT_50.H3K27ac.hg38.bwa-sb.IX3759.C6J9VANXX_5_CAAAAG.q5.F3332.PET.wig.cnt.gz
3	H3K27ac	Healthy	hg38/counts/A50446.CEMT_51.H3K27ac.hg38.bwa-sb.IX3759.C6J9VANXX_5_CGATGT.q5.F3332.PET.wig.cnt.gz
3	H3K27ac	Healthy	hg38/counts/A50453.CEMT_52.H3K27ac.hg38.bwa-sb.IX3759.C6J9VANXX_5_CTATAC.q5.F3332.PET.wig.cnt.gz
3	H3K27ac	Healthy	hg38/counts/A50460.CEMT_53.H3K27ac.hg38.bwa-sb.IX3759.C6J9VANXX_5_AAGACT.q5.F3332.PET.wig.cnt.gz
3	H3K27ac	Healthy	hg38/counts/A50467.CEMT_54.H3K27ac.hg38.bwa-sb.IX3759.C6J9VANXX_5_TATAAT.q5.F3332.PET.wig.cnt.gz
3	H3K27ac	Healthy	hg38/counts/A50474.CEMT_55.H3K27ac.hg38.bwa-sb.IX3759.C6J9VANXX_5_ATACGG.q5.F3332.PET.wig.cnt.gz
3	H3K27ac	Healthy	hg38/counts/A50481.CEMT_56.H3K27ac.hg38.bwa-sb.IX3759.C6J9VANXX_5_GTAGAG.q5.F3332.PET.wig.cnt.gz
3	H3K27ac	Healthy	hg38/counts/A50488.CEMT_57.H3K27ac.hg38.bwa-sb.IX3759.C6J9VANXX_5_CCGCAA.q5.F3332.PET.wig.cnt.gz
3	H3K27ac	Healthy	hg38/counts/A50617.CEMT_58.H3K27ac.hg38.bwa-sb.IX3759.C6J9VANXX_5_AAAGCA.q5.F3332.PET.wig.cnt.gz
3	H3K27ac	Healthy	hg38/counts/A50624.CEMT_59.H3K27ac.hg38.bwa-sb.IX3819.C6PRKANXX_8_CAAAAG.q5.F3332.PET.wig.cnt.gz
3	H3K27ac	Healthy	hg38/counts/A50876.CEMT_60.H3K27ac.hg38.bwa-sb.IX3819.C6PRKANXX_8_CGATGT.q5.F3332.PET.wig.cnt.gz
3	H3K27ac	Healthy	hg38/counts/A50883.CEMT_61.H3K27ac.hg38.bwa-sb.IX3819.C6PRKANXX_8_CTATAC.q5.F3332.PET.wig.cnt.gz
3	H3K27ac	Healthy	hg38/counts/A55602.CEMT_72.H3K27ac.hg38.bwa-sb.IX4136.C8ATRANXX_6_CTATAC.q5.F3332.PET.wig.cnt.gz
3	H3K27me3	Healthy	hg38/counts/A47308.CEMT_33.H3K27me3.hg38.bwa-sb.IX3395.C62D9ANXX_7_TGAATG.q5.F3332.PET.wig.cnt.gz
3	H3K27me3	Healthy	hg38/counts/A47315.CEMT_34.H3K27me3.hg38.bwa-sb.IX3395.C62D9ANXX_7_CAACTA.q5.F3332.PET.wig.cnt.gz
3	H3K27me3	Healthy	hg38/counts/A50437.CEMT_50.H3K27me3.hg38.bwa-sb.IX3752.C6J84ANXX_1_ACCCAG.q5.F3332.PET.wig.cnt.gz
3	H3K27me3	Healthy	hg38/counts/A50444.CEMT_51.H3K27me3.hg38.bwa-sb.IX3752.C6J84ANXX_1_TGAATG.q5.F3332.PET.wig.cnt.gz
3	H3K27me3	Healthy	hg38/counts/A50451.CEMT_52.H3K27me3.hg38.bwa-sb.IX3752.C6J84ANXX_1_CAACTA.q5.F3332.PET.wig.cnt.gz
3	H3K27me3	Healthy	hg38/counts/A50458.CEMT_53.H3K27me3.hg38.bwa-sb.IX3752.C6J84ANXX_1_TTAGGC.q5.F3332.PET.wig.cnt.gz
3	H3K27me3	Healthy	hg38/counts/A50465.CEMT_54.H3K27me3.hg38.bwa-sb.IX3752.C6J84ANXX_1_CTCAGA.q5.F3332.PET.wig.cnt.gz
3	H3K27me3	Healthy	hg38/counts/A50472.CEMT_55.H3K27me3.hg38.bwa-sb.IX3753.C6J84ANXX_2_AAGCGA.q5.F3332.PET.wig.cnt.gz
3	H3K27me3	Healthy	hg38/counts/A50479.CEMT_56.H3K27me3.hg38.bwa-sb.IX3753.C6J84ANXX_2_TCATTC.q5.F3332.PET.wig.cnt.gz
3	H3K27me3	Healthy	hg38/counts/A50486.CEMT_57.H3K27me3.hg38.bwa-sb.IX3753.C6J84ANXX_2_ATCCTA.q5.F3332.PET.wig.cnt.gz
3	H3K27me3	Healthy	hg38/counts/A50615.CEMT_58.H3K27me3.hg38.bwa-sb.IX3753.C6J84ANXX_2_GTCCGC.q5.F3332.PET.wig.cnt.gz
3	H3K27me3	Healthy	hg38/counts/A50622.CEMT_59.H3K27me3.hg38.bwa-sb.IX3812.C6PRKANXX_1_ACCCAG.q5.F3332.PET.wig.cnt.gz
3	H3K27me3	Healthy	hg38/counts/A50874.CEMT_60.H3K27me3.hg38.bwa-sb.IX3812.C6PRKANXX_1_TGAATG.q5.F3332.PET.wig.cnt.gz
3	H3K27me3	Healthy	hg38/counts/A50881.CEMT_61.H3K27me3.hg38.bwa-sb.IX3812.C6PRKANXX_1_CAACTA.q5.F3332.PET.wig.cnt.gz
3	H3K27me3	Healthy	hg38/counts/A55600.CEMT_72.H3K27me3.hg38.A55600_2_lanes_dupsFlagged.q5.F3332.PET.wig.cnt.gz
3	H3K36me3	Healthy	hg38/counts/A47309.CEMT_33.H3K36me3.hg38.bwa-sb.IX3396.C62EAANXX_6_AGTTCC.q5.F3332.PET.wig.cnt.gz
3	H3K36me3	Healthy	hg38/counts/A47316.CEMT_34.H3K36me3.hg38.bwa-sb.IX3396.C62EAANXX_6_CCACGC.q5.F3332.PET.wig.cnt.gz
3	H3K36me3	Healthy	hg38/counts/A50438.CEMT_50.H3K36me3.hg38.bwa-sb.IX3754.C6J84ANXX_3_AGCGCT.q5.F3332.PET.wig.cnt.gz
3	H3K36me3	Healthy	hg38/counts/A50445.CEMT_51.H3K36me3.hg38.bwa-sb.IX3754.C6J84ANXX_3_AGTTCC.q5.F3332.PET.wig.cnt.gz
3	H3K36me3	Healthy	hg38/counts/A50452.CEMT_52.H3K36me3.hg38.bwa-sb.IX3754.C6J84ANXX_3_CCACGC.q5.F3332.PET.wig.cnt.gz
3	H3K36me3	Healthy	hg38/counts/A50459.CEMT_53.H3K36me3.hg38.bwa-sb.IX3754.C6J84ANXX_3_GGCTAC.q5.F3332.PET.wig.cnt.gz
3	H3K36me3	Healthy	hg38/counts/A50466.CEMT_54.H3K36me3.hg38.bwa-sb.IX3754.C6J84ANXX_3_GCACTT.q5.F3332.PET.wig.cnt.gz
3	H3K36me3	Healthy	hg38/counts/A50473.CEMT_55.H3K36me3.hg38.bwa-sb.IX3755.C6J9VANXX_1_ACTCTC.q5.F3332.PET.wig.cnt.gz
3	H3K36me3	Healthy	hg38/counts/A50480.CEMT_56.H3K36me3.hg38.bwa-sb.IX3755.C6J9VANXX_1_TGGCGC.q5.F3332.PET.wig.cnt.gz
3	H3K36me3	Healthy	hg38/counts/A50487.CEMT_57.H3K36me3.hg38.bwa-sb.IX3755.C6J9VANXX_1_CACTCA.q5.F3332.PET.wig.cnt.gz
3	H3K36me3	Healthy	hg38/counts/A50616.CEMT_58.H3K36me3.hg38.bwa-sb.IX3755.C6J9VANXX_1_GCCAAT.q5.F3332.PET.wig.cnt.gz
3	H3K36me3	Healthy	hg38/counts/A50623.CEMT_59.H3K36me3.hg38.IX3814.C6PRKANXX_3_AGCGCT.q5.F3332.PET.wig.cnt.gz
3	H3K36me3	Healthy	hg38/counts/A50875.CEMT_60.H3K36me3.hg38.bwa-sb.IX3814.C6PRKANXX_3_AGTTCC.q5.F3332.PET.wig.cnt.gz
3	H3K36me3	Healthy	hg38/counts/A50882.CEMT_61.H3K36me3.hg38.bwa-sb.IX3814.C6PRKANXX_3_CCACGC.q5.F3332.PET.wig.cnt.gz
3	H3K36me3	Healthy	hg38/counts/A55601.CEMT_72.H3K36me3.hg38.A55601_2_lanes_dupsFlagged.q5.F3332.PET.wig.cnt.gz
3	H3K4me1	Healthy	hg38/counts/A47305.CEMT_33.H3K4me1.hg38.bwa-sb.IX3393.C62D9ANXX_5_CTAGCT.q5.F3332.PET.wig.cnt.gz
3	H3K4me1	Healthy	hg38/counts/A47312.CEMT_34.H3K4me1.hg38.bwa-sb.IX3393.C62D9ANXX_5_AACTTG.q5.F3332.PET.wig.cnt.gz
3	H3K4me1	Healthy	hg38/counts/A50434.CEMT_50.H3K4me1.hg38.bwa-sb.IX3748.C75F7ANXX_1_ATCACG.q5.F3332.PET.wig.cnt.gz
3	H3K4me1	Healthy	hg38/counts/A50441.CEMT_51.H3K4me1.hg38.bwa-sb.IX3748.C75F7ANXX_1_CTAGCT.q5.F3332.PET.wig.cnt.gz
3	H3K4me1	Healthy	hg38/counts/A50448.CEMT_52.H3K4me1.hg38.bwa-sb.IX3748.C75F7ANXX_1_AACTTG.q5.F3332.PET.wig.cnt.gz
3	H3K4me1	Healthy	hg38/counts/A50455.CEMT_53.H3K4me1.hg38.bwa-sb.IX3748.C75F7ANXX_1_TACAGC.q5.F3332.PET.wig.cnt.gz
3	H3K4me1	Healthy	hg38/counts/A50462.CEMT_54.H3K4me1.hg38.bwa-sb.IX3748.C75F7ANXX_1_ATAATT.q5.F3332.PET.wig.cnt.gz
3	H3K4me1	Healthy	hg38/counts/A50469.CEMT_55.H3K4me1.hg38.bwa-sb.IX3749.C75F7ANXX_2_CCGTCC.q5.F3332.PET.wig.cnt.gz
3	H3K4me1	Healthy	hg38/counts/A50476.CEMT_56.H3K4me1.hg38.bwa-sb.IX3749.C75F7ANXX_2_GAGTGG.q5.F3332.PET.wig.cnt.gz
3	H3K4me1	Healthy	hg38/counts/A50483.CEMT_57.H3K4me1.hg38.bwa-sb.IX3749.C75F7ANXX_2_AAACAT.q5.F3332.PET.wig.cnt.gz
3	H3K4me1	Healthy	hg38/counts/A50612.CEMT_58.H3K4me1.hg38.bwa-sb.IX3749.C75F7ANXX_2_GCCTTA.q5.F3332.PET.wig.cnt.gz
3	H3K4me1	Healthy	hg38/counts/A50619.CEMT_59.H3K4me1.hg38.bwa-sb.IX3808.C6PDTANXX_4_ATCACG.q5.F3332.PET.wig.cnt.gz
3	H3K4me1	Healthy	hg38/counts/A50871.CEMT_60.H3K4me1.hg38.bwa-sb.IX3808.C6PDTANXX_4_CTAGCT.q5.F3332.PET.wig.cnt.gz
3	H3K4me1	Healthy	hg38/counts/A50878.CEMT_61.H3K4me1.hg38.bwa-sb.IX3808.C6PDTANXX_4_AACTTG.q5.F3332.PET.wig.cnt.gz
3	H3K4me1	Healthy	hg38/counts/A55597.CEMT_72.H3K4me1.hg38.A55597_2_lanes_dupsFlagged.q5.F3332.PET.wig.cnt.gz
3	H3K4me3	Healthy	hg38/counts/A47306.CEMT_33.H3K4me3.hg38.bwa-sb.IX3392.C62D9ANXX_4_GATGCT.q5.F3332.PET.wig.cnt.gz
3	H3K4me3	Healthy	hg38/counts/A47313.CEMT_34.H3K4me3.hg38.bwa-sb.IX3392.C62D9ANXX_4_ACCGGC.q5.F3332.PET.wig.cnt.gz
3	H3K4me3	Healthy	hg38/counts/A50435.CEMT_50.H3K4me3.hg38.bwa-sb.IX3758.C6J9VANXX_4_GATCAG.q5.F3332.PET.wig.cnt.gz
3	H3K4me3	Healthy	hg38/counts/A50442.CEMT_51.H3K4me3.hg38.bwa-sb.IX3758.C6J9VANXX_4_GATGCT.q5.F3332.PET.wig.cnt.gz
3	H3K4me3	Healthy	hg38/counts/A50449.CEMT_52.H3K4me3.hg38.bwa-sb.IX3758.C6J9VANXX_4_ACCGGC.q5.F3332.PET.wig.cnt.gz
3	H3K4me3	Healthy	hg38/counts/A50456.CEMT_53.H3K4me3.hg38.bwa-sb.IX3758.C6J9VANXX_4_TGCCAT.q5.F3332.PET.wig.cnt.gz
3	H3K4me3	Healthy	hg38/counts/A50463.CEMT_54.H3K4me3.hg38.bwa-sb.IX3758.C6J9VANXX_4_CACCGG.q5.F3332.PET.wig.cnt.gz
3	H3K4me3	Healthy	hg38/counts/A50470.CEMT_55.H3K4me3.hg38.bwa-sb.IX3758.C6J9VANXX_4_TGACCA.q5.F3332.PET.wig.cnt.gz
3	H3K4me3	Healthy	hg38/counts/A50477.CEMT_56.H3K4me3.hg38.bwa-sb.IX3758.C6J9VANXX_4_CTGCTG.q5.F3332.PET.wig.cnt.gz
3	H3K4me3	Healthy	hg38/counts/A50484.CEMT_57.H3K4me3.hg38.bwa-sb.IX3758.C6J9VANXX_4_AAGGAC.q5.F3332.PET.wig.cnt.gz
3	H3K4me3	Healthy	hg38/counts/A50613.CEMT_58.H3K4me3.hg38.bwa-sb.IX3758.C6J9VANXX_4_TCCCGA.q5.F3332.PET.wig.cnt.gz
3	H3K4me3	Healthy	hg38/counts/A50620.CEMT_59.H3K4me3.hg38.bwa-sb.IX3818.C6PRKANXX_7_GATCAG.q5.F3332.PET.wig.cnt.gz
3	H3K4me3	Healthy	hg38/counts/A50872.CEMT_60.H3K4me3.hg38.bwa-sb.IX3818.C6PRKANXX_7_GATGCT.q5.F3332.PET.wig.cnt.gz
3	H3K4me3	Healthy	hg38/counts/A50879.CEMT_61.H3K4me3.hg38.bwa-sb.IX3818.C6PRKANXX_7_ACCGGC.q5.F3332.PET.wig.cnt.gz
3	H3K4me3	Healthy	hg38/counts/A55598.CEMT_72.H3K4me3.hg38.A55598_2_lanes_dupsFlagged.q5.F3332.PET.wig.cnt.gz
3	H3K9me3	Healthy	hg38/counts/A47307.CEMT_33.H3K9me3.hg38.bwa-sb.IX3394.C62D9ANXX_6_TAATCG.q5.F3332.PET.wig.cnt.gz
3	H3K9me3	Healthy	hg38/counts/A47314.CEMT_34.H3K9me3.hg38.bwa-sb.IX3394.C62D9ANXX_6_AGGCCG.q5.F3332.PET.wig.cnt.gz
3	H3K9me3	Healthy	hg38/counts/A50436.CEMT_50.H3K9me3.hg38.bwa-sb.IX3750.C75F7ANXX_3_AACCCC.q5.F3332.PET.wig.cnt.gz
